chat_id,user_msg,timestamp
7186596694,8087431,2025-07-07 07:31:49
7186596694,דניאל דיברנו כבר בעבר,2025-07-07 07:31:59
7186596694,היי מה נשמע? הייתי שמח שנדבר קצת...,2025-07-07 08:03:05
7186596694,8087431,2025-07-07 08:03:14
7186596694,ככה זה בדיוק בהודעה,2025-07-07 08:03:49
7186596694,8087431,2025-07-07 08:04:01
5676571979,"הי אני בסדר 
יש ימים עמוסים ובערב נפגשתי עם חבר שאנו נפגשים מדי פעם קרוב לשנה ובפעמים האחרונות הוא מאפשר לי לחדור אליו.
אתמול זה לא הלך למרשהייתי מאד חרמן והוא נהנה ששחקתי בחור .אך לא היתה זיקפה חזקה ובשלב מסוים  אוננתי וגמרתי על בטנו .הוא לא הצליח לגמור.
זה נתן בי קצת תחושת ריקנות אי נוחות....",2025-07-07 10:01:23
5676571979,15682797,2025-07-07 10:02:59
5676571979,15682797,2025-07-07 10:03:33
5676571979,לא קבלתי,2025-07-07 10:04:19
5676571979,לא קבלתי מייל עם מספר,2025-07-07 11:25:01
123456789,test message - webhook working?,2025-07-07 13:15:10
5676571979,הי,2025-07-07 13:18:08
5676571979,👍👍,2025-07-07 13:18:29
5676571979,הי זה עובד הבעיה נפתרה?,2025-07-07 16:57:46
5676571979,"הי אני בסדר 
יש ימים עמוסים ובערב נפגשתי עם חבר שאנו נפגשים מדי פעם קרוב לשנה ובפעמים האחרונות הוא מאפשר לי לחדור אליו.
אתמול זה לא הלך למרשהייתי מאד חרמן והוא נהנה ששחקתי בחור .אך לא היתה זיקפה חזקה ובשלב מסוים  אוננתי וגמרתי על בטנו .הוא לא הצליח לגמור.
זה נתן בי קצת תחושת ריקנות אי נוחות....",2025-07-07 16:58:26
5676571979,"חזרתי כעת מדחייה וסאונה והיה חגיגה ארבעה נגעו באיבר אחד של השני זה שהיה הכי קרוב אלי ניסיתי לגעת בו ובעדינות הזיז את ידי ואני מכבד זאת.
צפיתי בנם איבר המין שלי יתחזק. והיה רטוב לא הסתרתי בסוף גמרתי והמשכתי לצפות עד שחלק גמרו או החליטו ללכת לסאונה רטובה.",2025-07-07 17:02:05
5676571979,"מה שזה עורר בלבול האם הצפייה זה טרייה מגרה ואסתפק באומנות תוך כדי צפייה.
צלמרות שהיו פעמים שזה היה גירוי מדהים והחלטתי שאני מגורה אךצלא גומר שומר למפגש עם גבר את הנוזלים לפעמים גם הצלחתי ולזה אני שואף.
מאידך הדחייה מובנת אך לא נעימה. הבחור דחה אותי אק בדל היותי מבוגר. 
יש לעמיתים מבוגרים בני גילי שמנסים לגעת בי או רומסים ואני דוחה בעדינות",2025-07-07 17:18:48
5676571979,"יד הפסקת חשמל באזור שלנו .חושך מוחלט וחם.
אני מסתובב בבית ערום ישן ערום ומוזר לי באמצע עבודה במחשב חושך בכל האזור.",2025-07-07 18:57:15
5676571979,"החושך לא מפחיד
הדלקתי נר ואני מאד אוהב שנר דולק בבית ומשתדל תמיד להדליק ומנצל את הזמן גם להמשיך בשיחה איתך ולעבור על הודעות שלא הגעתי אליהם במהלך היום.
מה כואב זה לא הדחייה בעיני זה טבעי שגבר צעיר יעדיף בני גילו למרות דלא פעם צעירים פונים אלי וקורה משהו אך זה קשר שלא מחזיק ואני מבין זאת.אני לא יודע אם כואב או מתחדד לי החופש השחרור של הצעירים בעוד אני מתנהל מאד בזהירות וביישנות שזה לא אני.",2025-07-07 19:04:20
453415695,/start,2025-07-07 19:07:43
453415695,88,2025-07-07 19:08:42
453415695,✅קראתי את הכל ואני מאשר - כל מה שנכתב בצ'אט כאן הוא באחריותי,2025-07-07 19:08:57
5676571979,"זה לא אני מהמקום שאני עם יכות ביטוי אסרטיבי נוכח ויש לי מה לומר.לא תמיד מקבלים את דברי או דעותי אך הדברים מתנהלים בצורה מכובדת.דרכי עברו אלפי אנשים ואני לא מגזים שחלקם הגדול אף מוקירים תודה עמוקה על עזרה עיצה ליווי ומעורבות בבעיה קושי משבר.
ובנקודה דלי עם עצמי הנטייה זה נצור בליהי וההתמודדות לי עם זה לא פשוטה לעמיתים מתעתעת ומאז שהתגרשתי העזתי יותר בתחום זה אך בסופו של יום נשארתי לבד בסוד ומגיע לנישות שלא נוח לי כמו הסאונות שגברים שם בערום מלא ממזמזים אחד את השני והיום  זה היה שיא שנים התנשקו ואח'כ אחד מצץ לשני כאשר שנים אחרים אוננו אחד לשני ואני צופה.",2025-07-07 19:14:56
5676571979,"מה שהייתי רוצה שישתנה 
זה לקבל כלים להתמודד עם הסוד.
במידה מסוימת נוח עם הסוד
בפרט היותי איש טיפול ובעיקר מנחה קבוצות תהליכיות לטווח של 4 חודשים.
מאידך אני רוצה להרגיש יותר חופשי ומשוחרר",2025-07-07 19:22:09
5676571979,"חופש ושחרור לגבי לומר לחברים הקרובים ביותר לילדי שיש לי נטייה לגברים. 
אך יחד עם להוסיף אני מסתר אני שלם עם עצמי
אני מאושר
ולשלב הזה",2025-07-07 19:25:55
5676571979,"הקושי שלי שאני מייחל לרגע הזה שאוכל לשתף ולהרגיש בנוח.
אך אני לא זאת בעתיד הקרוב. 
איך אני מדמיין?....לבד...
שאם רומזים לי או שואלים וזה קרה בעבר אתה הומו?
ז'",2025-07-07 19:30:31
